Region Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Maluku,4,2019,1780,125.717579,1415872,1780
East Java,2,2018,10673,185.3358098,5758736,10673
Southeast Sulawesi,4,2021,882,115.7386144,762062,882
East Java,1,2018,10464,181.7065412,5758736,10464
Borneo,2,2019,902,144.5538303,623989,902
East Nusa Tenggara,4,2021,20995,236.3718858,8882190,20995
Sumatra,3,2018,56558,195.0552908,28995881,56558
West Sumatra,2,2019,10312,153.1738644,6732219,10312
West Sulawesi,1,2020,18909,180.290318,10488084,18909
Puerto Rico,2,2019,1152,36.07108258,3193694,1152
Central Sulawesi,3,2018,4242,145.6073736,2913314,4242
East Papua,3,2019,10348,200.9822259,5148714,10348
Java,3,2020,6471,201.8429437,3205958,6471
Aceh,4,2020,12498,254.8955424,4903185,12498
Java,2,2021,1185,204.7484359,578759,1185
Lampung,3,2018,1777,132.1964095,1344212,1777
Sulawesi,4,2021,20058,234.9944977,8535519,20058
Central Kalimantan,4,2019,2332,120.5536784,1934408,0
Sumatra,1,2019,42797,147.5968259,28995881,42797
South East Java,1,2022,21749,186.0622289,11689100,21749
Yogyakarta,1,2020,2359,242.2558238,973764,2359
Jakarta,1,2020,52852,246.0780668,21477737,52852
Puerto Rico,1,2019,786,24.61099905,3193694,786
Sulawesi,2,2021,24108,282.443282,8535519,0
East Nusa Tenggara,3,2019,17556,197.653957,8882190,17556
Gorontalo,3,2019,8899,157.7939837,5639632,8899
Aceh,4,2020,12498,254.8955424,4903185,12498
Central Sumatra,3,2020,9695,229.8626017,4217737,9695
South East Java,4,2020,25732,220.1367086,11689100,25732
North Maluku,2,2020,5091,171.0599839,2976149,5091
East Papua,2,2021,15849,307.8244393,5148714,15849
South East Java,3,2021,29717,254.2282982,11689100,29717
West Java,3,2020,8019,224.9187793,3565287,8019
Central Sumatra,4,2020,10077,238.9195912,4217737,10077
Sumatra,4,2021,64965,224.0490641,28995881,64965
Sumatra,1,2022,61721,212.8612681,28995881,61721
Banten,3,2020,19028,261.419698,7278717,19028
East Nusa Tenggara,4,2021,20995,236.3718858,8882190,20995
West Papua,4,2018,838,94.72576439,884659,838
East Nusa Tenggara,2,2018,15068,169.6428471,8882190,15068
Bengkulu,4,2018,4284,141.9575294,3017804,4284
Central Java,4,2018,19324,150.9452945,12801989,19324
Maluku,3,2021,19394,254.6851282,7614893,0
Bangka Belitung,2,2019,13599,224.937476,6045680,13599
Central Papua,1,2021,5581,266.1638121,2096829,5581
Jakarta,1,2019,44731,208.2668207,21477737,44731
East Nusa Tenggara,3,2021,25613,288.363568,8882190,0
South Kalimantan,3,2018,7656,164.6878739,4648794,7656
Central Java,2,2019,23944,187.0334368,12801989,23944
Puerto Rico,2,2018,789,24.70493416,3193694,789
West Sumatra,1,2019,9408,139.7458995,6732219,9408
Java,1,2020,783,135.2894728,578759,783
North Kalimantan,4,2018,8914,129.3289245,6892503,8914
Central Sumatra,1,2018,6387,151.4319172,4217737,6387
Sulawesi,1,2022,19714,230.96428,8535519,19714
Central Sulawesi,4,2019,3960,135.9276755,2913314,3960
West Kalimantan,2,2021,3670,204.7823086,1792147,0
East Java,3,2021,16392,284.6457973,5758736,16392
North Sulawesi,2,2021,5185,164.3386676,3155070,5185
North Kalimantan,1,2022,13697,198.7231634,6892503,13697
Riau Islands,2,2019,17336,173.5881469,9986857,17336
North Maluku,3,2021,7614,255.8339653,2976149,7614
South Sumatra,2,2018,19834,156.520519,12671821,19834
West Kalimantan,4,2021,3047,170.0195352,1792147,3047
Sulawesi,4,2020,22348,261.8235634,8535519,22348
Riau Islands,2,2021,23109,231.3941213,9986857,0
West Sumatra,3,2021,12144,208.572566,5822434,12144
Jakarta,4,2019,47451,220.9310972,21477737,47451
Maluku,1,2020,2009,141.8913574,1415872,2009
Borneo,3,2018,720,115.3866494,623989,720
West Sumatra,4,2020,13998,207.9254998,6732219,13998
North Maluku,3,2020,6200,208.3229032,2976149,6200
West Sumatra,4,2021,9738,167.2496416,5822434,9738
Bali,3,2021,1735,237.1692787,731545,1735
West Sumatra,2,2021,12068,207.26727,5822434,12068
Aceh,1,2021,16281,332.049474,4903185,16281
Central Papua,1,2021,5581,266.1638121,2096829,5581
East Papua,4,2021,12031,233.6699999,5148714,12031
District of Columbia,2,2021,3035,430.039575,705749,3035
Puerto Rico,1,2021,2663,83.38306676,3193694,2663
East Nusa Tenggara,2,2018,15068,169.6428471,8882190,15068
District of Columbia,4,2018,2062,292.1718628,705749,2062
North Kalimantan,1,2022,13697,198.7231634,6892503,13697
South East Java,2,2021,30589,261.6882395,11689100,30589
West Sulawesi,3,2018,18639,177.715968,10488084,18639
West Java,4,2021,6685,187.5024367,3565287,6685
North Kalimantan,1,2019,10069,146.0862621,6892503,10069
South East Java,1,2018,19523,167.0188466,11689100,19523
Yogyakarta,1,2020,2359,242.2558238,973764,2359
Bangka Belitung,2,2018,12039,199.133927,6045680,12039
South Sumatra,2,2020,26793,211.4376458,12671821,26793
West Sumatra,3,2020,11655,200.1740166,5822434,11655
Java,3,2021,1067,184.359984,578759,1067
West Papua,2,2019,25092,236.3285328,10617423,25092
Java,2,2019,5078,158.3925928,3205958,5078
North Sulawesi,1,2020,3667,116.2256305,3155070,3667
Riau Islands,4,2020,20634,206.6115496,9986857,20634
Maluku,3,2021,19394,254.6851282,7614893,19394
Central Java,4,2019,57555,145.6637861,39512223,57555
Banten,1,2022,14821,203.6210502,7278717,14821
East Nusa Tenggara,1,2019,14368,161.7619078,8882190,14368
Sulawesi,4,2021,20058,234.9944977,8535519,20058
West Sumatra,1,2019,8366,143.6856133,5822434,8366
Riau Islands,4,2019,14388,144.0693503,9986857,14388
Riau Islands,2,2021,23109,231.3941213,9986857,23109
East Kalimantan,1,2018,6260,140.1176854,4467673,6260
Bengkulu,2,2019,4560,151.1032526,3017804,4560
Borneo,2,2020,1189,190.5482308,623989,1189
Central Java,2,2019,81249,205.6300401,39512223,81249
Maluku,2,2019,2146,151.5673733,1415872,2146
South Sulawesi,2,2020,9484,307.9064827,3080156,9484
West Papua,3,2020,1095,123.776506,884659,1095
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
East Papua,3,2019,10348,200.9822259,5148714,10348
West Papua,1,2019,21230,199.954358,10617423,21230
Central Papua,1,2022,1977,186.6219353,1059361,1977
West Java,2,2021,8741,245.1696035,3565287,8741
Puerto Rico,1,2020,1002,31.37432703,3193694,1002
South Sulawesi,1,2018,6466,209.9244324,3080156,6466
North Sumatra,2,2018,2551,142.7480254,1787065,0
Bangka Belitung,2,2018,12039,199.133927,6045680,12039
Riau Islands,1,2020,15463,154.8334977,9986857,15463
Aceh,1,2022,11115,226.6893866,4903185,11115
Maluku,3,2019,2217,156.5819509,1415872,2217
Banten,2,2019,14589,200.4336753,7278717,14589
Sulawesi,1,2021,28022,328.2987244,8535519,28022
Borneo,2,2019,902,144.5538303,623989,902
Puerto Rico,3,2019,1124,35.19435488,3193694,1124
West Papua,1,2018,24945,234.9440161,10617423,24945
South Sulawesi,2,2021,11581,375.98745,3080156,11581
West Sumatra,4,2021,9738,167.2496416,5822434,9738
West Kalimantan,3,2021,3665,204.5033136,1792147,3665
Central Papua,1,2019,1385,130.7391909,1059361,1385
West Papua,2,2020,30679,288.9495879,10617423,30679
West Kalimantan,4,2020,3261,181.96052,1792147,3261
Central Kalimantan,2,2018,2314,119.6231612,1934408,2314
West Nusa Tenggara,1,2018,1930,141.9419274,1359711,1930
South East Java,2,2018,19696,168.4988579,11689100,19696
East Java,1,2018,10464,181.7065412,5758736,10464
Central Sumatra,2,2018,6656,157.8097449,4217737,6656
West Sulawesi,4,2018,17600,167.8094874,10488084,17600
Riau,2,2020,44350,227.9788261,19453561,44350
East Papua,3,2021,16415,318.8174756,5148714,16415
West Kalimantan,3,2018,3076,171.6377061,1792147,3076
Central Sumatra,4,2021,8255,195.7210703,4217737,8255
South East Java,3,2018,20154,172.4170381,11689100,20154
Banten,4,2021,15537,213.4579487,7278717,15537
Maluku,1,2020,2009,141.8913574,1415872,2009
Central Java,2,2020,29163,227.8005394,12801989,29163
Bangka Belitung,3,2020,19005,314.3566977,6045680,19005
Lampung,4,2018,1780,132.4195886,1344212,1780
West Java,3,2020,8019,224.9187793,3565287,0
Banten,3,2020,19028,261.419698,7278717,19028
Bali,2,2018,12486,182.8332387,6829174,12486
Yogyakarta,1,2019,1900,195.1191459,973764,1900
Bangka Belitung,3,2019,13890,229.7508303,6045680,13890
West Java,2,2020,7840,219.8981456,3565287,7840
Aceh,2,2018,9435,192.4259435,4903185,9435
Gorontalo,4,2019,7924,140.5056216,5639632,7924
North Maluku,4,2020,5768,193.8075009,2976149,5768
West Kalimantan,2,2018,1662,155.5046979,1068778,0
Lampung,3,2020,2382,177.204191,1344212,0
West Sumatra,4,2018,7909,135.8366621,5822434,7909
West Java,3,2019,6249,175.2734072,3565287,6249
North Sumatra,3,2018,2593,145.0982477,1787065,2593
Central Sumatra,1,2018,6387,151.4319172,4217737,6387
East Papua,1,2019,8407,163.2834918,5148714,8407
West Sumatra,4,2020,13998,207.9254998,6732219,13998
Central Java,2,2018,68491,173.3412975,39512223,68491
Gorontalo,3,2018,8125,144.069684,5639632,8125
Central Sulawesi,2,2018,4481,153.8110894,2913314,4481
Gorontalo,3,2018,8125,144.069684,5639632,8125
South Sumatra,4,2018,18460,145.6775628,12671821,18460
South Sulawesi,4,2018,6168,200.2495977,3080156,6168
South West Java,1,2019,4869,123.0486653,3956971,4869
Southeast Sulawesi,4,2020,1113,146.0511087,762062,1113
North Sulawesi,2,2021,5185,164.3386676,3155070,5185
Central Sulawesi,4,2020,8220,282.1529022,2913314,8220
Jakarta,4,2021,63266,294.5654843,21477737,63266
Bali,3,2021,1735,237.1692787,731545,1735
Southeast Sulawesi,2,2019,900,118.100627,762062,900
West Java,2,2021,8741,245.1696035,3565287,8741
Banten,4,2019,11747,161.3883326,7278717,11747
South East Java,4,2019,18599,159.1140464,11689100,18599
East Nusa Tenggara,3,2020,22338,251.4920307,8882190,22338
Maluku,1,2018,1648,116.3947023,1415872,1648
Gorontalo,4,2021,9218,163.4503812,5639632,9218
West Sulawesi,2,2021,29180,278.2205024,10488084,29180
South Sumatra,2,2018,19834,156.520519,12671821,19834
North Kalimantan,3,2020,15198,220.5004481,6892503,15198
North Sumatra,1,2022,2866,160.3746926,1787065,2866
Yogyakarta,1,2020,2359,242.2558238,973764,2359
Central Sulawesi,1,2018,4099,140.6988742,2913314,4099
West Java,3,2018,5676,159.2017697,3565287,5676
Java,2,2020,953,164.6626662,578759,953
Bangka Belitung,2,2019,13599,224.937476,6045680,13599
West Papua,2,2018,841,95.06487811,884659,841
West Sumatra,4,2018,7909,135.8366621,5822434,7909
Central Papua,4,2021,3735,178.1261133,2096829,3735
Papua,1,2020,10751,175.1710977,6137428,10751
Southeast Sulawesi,3,2020,997,130.8292501,762062,997
East Kalimantan,4,2020,8235,184.3241437,4467673,8235
South Sumatra,2,2021,34570,272.8100405,12671821,34570
East Java,4,2020,14701,255.2817146,5758736,14701
West Java,4,2019,5721,160.4639402,3565287,5721
West Java,1,2021,9418,264.1582571,3565287,9418
Riau,2,2020,44350,227.9788261,19453561,44350
Aceh,2,2018,9435,192.4259435,4903185,9435
Central Sulawesi,4,2019,3960,135.9276755,2913314,3960
West Papua,3,2019,937,105.916517,884659,937
West Kalimantan,2,2018,1662,155.5046979,1068778,1662
West Nusa Tenggara,2,2020,2742,201.6604999,1359711,2742
East Java,1,2022,13566,235.5725284,5758736,13566
South West Java,2,2021,8264,208.8466153,3956971,8264
Central Java,3,2018,21004,164.0682553,12801989,0
South Sulawesi,1,2021,11896,386.2142047,3080156,11896
North Sumatra,1,2018,2566,143.5873905,1787065,2566
Sumatra,1,2019,42797,147.5968259,28995881,42797
West Sumatra,4,2019,8130,139.6323256,5822434,8130
Central Java,3,2018,69265,175.300185,39512223,69265
North Kalimantan,2,2020,13532,196.329258,6892503,13532
Riau Islands,1,2022,19270,192.9535989,9986857,19270
Jakarta,4,2021,63266,294.5654843,21477737,63266
West Nusa Tenggara,4,2019,2029,149.2228863,1359711,2029
East Java,2,2020,14876,258.3205759,5758736,14876
Sumatra,1,2019,42797,147.5968259,28995881,42797
Bengkulu,4,2019,3986,132.0827993,3017804,3986
Jakarta,4,2019,47451,220.9310972,21477737,47451
East Nusa Tenggara,1,2020,15413,173.5270243,8882190,15413
West Nusa Tenggara,1,2021,4088,300.6521239,1359711,4088
Bengkulu,4,2018,4284,141.9575294,3017804,4284
East Nusa Tenggara,4,2020,24228,272.7705667,8882190,24228
Central Java,4,2018,59360,150.2319928,39512223,59360
Riau Islands,3,2020,20907,209.3451423,9986857,20907
Bali,2,2021,2810,384.1185436,731545,2810
South Kalimantan,3,2020,10529,226.4888485,4648794,10529
East Papua,3,2021,16415,318.8174756,5148714,16415
Central Java,1,2019,59408,150.3534742,39512223,59408
Bangka Belitung,2,2021,22454,371.405698,6045680,22454
Central Papua,3,2020,4611,219.9034828,2096829,4611
West Kalimantan,4,2018,1443,135.0140067,1068778,1443
Central Sulawesi,2,2019,4682,160.7104487,2913314,4682
Sulawesi,1,2020,16641,194.9617826,8535519,16641
Riau,3,2019,35562,182.8045775,19453561,35562
South East Java,4,2019,18599,159.1140464,11689100,18599
North Kalimantan,3,2019,10502,152.3684502,6892503,0
Java,4,2021,5546,172.9904135,3205958,5546
North Kalimantan,4,2021,13142,190.6709362,6892503,13142
District of Columbia,3,2018,2083,295.1474249,705749,2083
Bali,3,2019,13530,198.1205926,6829174,13530
North Sumatra,1,2020,2536,141.9086603,1787065,2536
Bali,2,2019,1234,168.6840864,731545,1234
South Kalimantan,1,2018,6810,146.4896057,4648794,6810
Central Java,4,2020,34873,272.4029836,12801989,34873
Central Kalimantan,4,2020,3275,169.3024429,1934408,3275
Lampung,3,2020,2382,177.204191,1344212,2382
Yogyakarta,3,2021,3594,369.0832686,973764,3594
Sumatra,4,2018,46567,160.5986726,28995881,46567
West Nusa Tenggara,3,2021,3025,222.4737463,1359711,3025
South West Java,3,2018,5345,135.0780686,3956971,5345
Sumatra,1,2018,54509,187.9887699,28995881,54509
West Nusa Tenggara,3,2021,3025,222.4737463,1359711,3025
West Sumatra,3,2020,11655,200.1740166,5822434,11655
District of Columbia,1,2019,1883,266.808738,705749,1883
North Sumatra,3,2019,2981,166.809825,1787065,2981
West Papua,4,2018,838,94.72576439,884659,838
Central Sumatra,3,2021,10503,249.0197943,4217737,10503
Central Papua,4,2018,3139,149.7022409,2096829,3139
Central Sumatra,2,2019,9025,213.9773058,4217737,9025
Papua,3,2021,15207,247.7748008,6137428,0
Sulawesi,2,2018,15092,176.8140871,8535519,0
West Kalimantan,2,2019,1733,162.1477987,1068778,1733
Riau,3,2021,51881,266.6915327,19453561,51881
North Kalimantan,4,2018,8914,129.3289245,6892503,8914
South Sulawesi,1,2019,6301,204.5675609,3080156,6301
North Maluku,2,2021,7159,240.5457522,2976149,7159
South East Java,3,2021,29717,254.2282982,11689100,29717
Borneo,2,2021,1457,233.4977059,623989,1457
South Sumatra,1,2018,19232,151.7698206,12671821,19232
Bangka Belitung,1,2020,12652,209.2733985,6045680,12652
Jakarta,2,2021,80027,372.6044322,21477737,80027
South East Java,2,2018,19696,168.4988579,11689100,19696
Gorontalo,2,2021,12147,215.386394,5639632,12147
Gorontalo,1,2020,8431,149.4955699,5639632,8431
Java,1,2019,746,128.8964837,578759,746
Bengkulu,4,2020,5325,176.4528114,3017804,5325
Aceh,3,2019,9359,190.8759306,4903185,9359
West Sulawesi,3,2018,18639,177.715968,10488084,18639
Maluku,1,2022,15095,198.2299686,7614893,15095
Central Kalimantan,3,2021,3243,167.64819,1934408,3243
North Kalimantan,1,2022,13697,198.7231634,6892503,13697
Aceh,4,2020,12498,254.8955424,4903185,12498
Bangka Belitung,1,2020,12652,209.2733985,6045680,12652
Central Papua,4,2021,3735,178.1261133,2096829,3735
Papua,4,2019,9904,161.3705285,6137428,9904
West Sumatra,3,2020,12587,186.9665856,6732219,12587
West Kalimantan,2,2020,3171,176.9386105,1792147,3171
Lampung,3,2019,2000,148.7860546,1344212,2000
West Papua,4,2019,770,87.03918685,884659,770
North Kalimantan,2,2019,10511,152.4990268,6892503,10511
District of Columbia,4,2018,2062,292.1718628,705749,2062
East Nusa Tenggara,4,2018,14455,162.741396,8882190,14455
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
East Papua,2,2021,15849,307.8244393,5148714,15849
Sumatra,3,2019,53177,183.3950139,28995881,53177
Bengkulu,3,2018,4407,146.0333408,3017804,4407
South Sulawesi,4,2020,9672,314.0100696,3080156,9672
South Sumatra,1,2019,19138,151.0280172,12671821,19138
West Sumatra,1,2018,9199,136.6414254,6732219,9199
Bangka Belitung,1,2021,25158,416.1318495,6045680,25158
West Kalimantan,1,2019,2677,149.3739074,1792147,2677
Banten,3,2019,17195,236.2366884,7278717,17195
West Sumatra,1,2020,9582,142.3304857,6732219,9582
Banten,2,2021,20956,287.9078827,7278717,0
Central Java,4,2018,59360,150.2319928,39512223,59360
West Papua,1,2022,1098,124.1156197,884659,1098
West Kalimantan,2,2020,3171,176.9386105,1792147,3171
Bali,2,2020,15891,232.6928557,6829174,15891
Papua,2,2020,12842,209.2407438,6137428,12842
South West Java,4,2018,4681,118.2975564,3956971,4681
East Kalimantan,1,2022,7485,167.5368811,4467673,7485
West Papua,4,2020,31130,293.1973229,10617423,0
Bali,2,2018,1010,138.0639605,731545,1010
Papua,3,2020,14546,237.004817,6137428,14546
Maluku,4,2020,2792,197.1929666,1415872,2792
Aceh,1,2019,7506,153.0841688,4903185,7506
West Papua,2,2019,25092,236.3285328,10617423,25092
Papua,2,2021,15181,247.3511706,6137428,15181
West Nusa Tenggara,4,2021,2382,175.1842855,1359711,2382
Sumatra,3,2019,53177,183.3950139,28995881,53177
Riau Islands,3,2020,20907,209.3451423,9986857,20907
East Papua,3,2018,9601,186.4737486,5148714,9601
East Papua,2,2018,9660,187.6196658,5148714,9660
Puerto Rico,1,2020,1002,31.37432703,3193694,1002
South Kalimantan,1,2022,9836,211.5817565,4648794,9836
Bengkulu,2,2018,3982,131.9502526,3017804,3982
Bangka Belitung,3,2021,22374,370.082439,6045680,22374
Central Sumatra,1,2020,7018,166.3925465,4217737,7018
Maluku,3,2019,16154,212.1369269,7614893,16154
Banten,3,2020,19028,261.419698,7278717,19028
Central Papua,3,2020,2284,215.6016693,1059361,2284
Central Papua,3,2018,1744,164.6275443,1059361,1744
Central Kalimantan,1,2021,4245,219.4469833,1934408,4245
West Sulawesi,3,2020,25738,245.4023061,10488084,25738
West Sumatra,4,2020,11480,197.1684007,5822434,11480
Riau,3,2021,51881,266.6915327,19453561,51881
West Java,3,2018,5676,159.2017697,3565287,5676
North Sumatra,3,2018,2593,145.0982477,1787065,2593
Puerto Rico,1,2018,709,22.19999787,3193694,709
Sulawesi,4,2020,22348,261.8235634,8535519,22348
East Java,4,2021,13668,237.3437504,5758736,13668
Central Java,2,2021,38158,298.0630588,12801989,38158
East Java,3,2020,14134,245.435804,5758736,14134
Central Sulawesi,3,2019,4855,166.6487032,2913314,4855
Central Papua,3,2021,4724,225.2925727,2096829,4724
Central Java,4,2018,59360,150.2319928,39512223,59360
Central Sulawesi,3,2020,5352,183.7083129,2913314,5352
Java,3,2021,6702,209.0482782,3205958,6702
South East Java,1,2020,19696,168.4988579,11689100,19696
Central Java,2,2021,38158,298.0630588,12801989,38158
Yogyakarta,1,2021,3822,392.4975661,973764,3822
Lampung,1,2020,1897,141.1235728,1344212,1897
West Kalimantan,3,2019,2846,158.8039374,1792147,2846
East Java,1,2021,19795,343.738626,5758736,19795
Maluku,1,2022,15095,198.2299686,7614893,15095
Lampung,1,2019,1750,130.1877978,1344212,1750
Central Papua,4,2018,1525,143.9547048,1059361,1525
Central Sulawesi,4,2020,8220,282.1529022,2913314,8220
South Sumatra,2,2019,22080,174.2448856,12671821,22080
